FID	IID	TLN	LIR	Days_to_budding	DTF 	Stem_diamater_at_flowering	Plant_height_at_flowering	Internode_length	Stem_diameter_final_before_1st_node	Stem_diameter_final_after_5th_node	Distance_of_first_branching_from_ground	Primary_branches	SLA_mm2_per_mg	Leaf_total_N	Leaf_total_C	Leaf_C_N ratio	Disk_diameter	Petal_length	Petal_width	Flower_head_diameter	Petal_LW_ratio	Flower_FHDD_ratio	Guides_3_petals	Guides_individual_petal	Guides_3_petals_mod	Guides_individual_petal_mod	Flower_head_diamater_from_UV_pictures	Petal_LW_ratio_UV_pictures	Average_length_3_petals_UV_pictures	Disk_diameter_UV_pictures	Dark_petal	Stem_colour	Petiole_main_veins_colour	Darker_axillae	Leaf_Perimeter	Leaf_Area	Leaf_Width_mid-height	Leaf_Maximum_width	Leaf_Height_Mid-width	Leaf_Maximum_height	Leaf_Curved_height	Leaf_CurvedHeight_MaxWidth	Leaf_Fruit_shape_index_external_I	Leaf_Fruit_shape_index_external_II	Leaf_Curved_fruit_shape_index	Leaf_Proximal_fruit_blockiness	Leaf_Distal_fruit_blockiness	Leaf_Fruit_shape_triangle	Leaf_Ellipsoid	Leaf_Circular	Leaf_Rectangular	Leaf_Shoulder_height	Leaf_Proximal_angle_micro	Leaf_Proximal_angle_macro	Leaf_Proximal_indentation_area	Leaf_Distal_angle_micro	Leaf_Distal_angle_macro	Leaf_Distal_indentation_area	Leaf_Distal_end_protrusion	Leaf_Obovoid	Leaf_V_asymmetry	Leaf_H_asymmetry_ob	Leaf_Width_widest_pos	Leaf_Eccentricity	Leaf_Proximal_eccentricity	Leaf_Distal_eccentricity	Leaf_Fruit_shape_index_internal	Leaf_Eccentricity_area_index	Leaf_Lobedness_degree	Green_RGB_NEW	Phyllaries_diameter	Phyllaries_length	Phyllaries_width	Phyllaries_LW_ratio	Flowerhead_to_phyllaries_diameter_ratio	Disk_to_phyllaries_diameter_ratio	Seed_perimeter	Seed_area	Seed_width_mid_height	Seed_maximum_width	Seed_height_mid_width	Seed_maximum_height	Seed_curved_height	Seed_HW_ratio	Seed_fruit_shape_index_external_I	Seed_fruit_shape_index_external_II	Seed_curved_fruit_shape_index	Seed_proximal_fruit_blockiness	Seed_distal_fruit_blockiness	Seed_fruit_shape_triangle	Seed_ellipsoid	Seed_circular	Seed_rectangular	Seed_shoulder_height	Seed_proximal_angle_micro	Seed_proximal_angle_macro	Seed_proximal_indentation_area	Seed_distal_angle_micro	Seed_distal_angle_macro	Seed_distal_indentation_area	Seed_distal_end_protrusion	Seed_ovoid	Seed_v_asymmetry	Seed_h_asymmetry_ov	Seed_width_widest_pos	Seed_eccentricity	Seed_proximal_eccentricity	Seed_distal_eccentricity	Seed_fruit_shape_index_internal	Seed_eccentricity_area_index	Seed_lobedness_degree
ANN1079	ANN1079	16	0.8	20	44	31.1	92.6	5.7875	46	38	24	14	34.88905651	6.351	42.905	6.755818921	4.724340366	5.971074516	1.405610682	16.37237313	4.261959042	3.462809463	0.730471074	0.753308596	0.797853305	0.814981447	14.96658311	4.641854614	5.2037916	4.558999907	1	2	3	0	402.0612	7902.3713	73.914	85.344	122.174	145.034	148.0644	1.734912823	1.6994	1.6529	2.0324	0.1993	0.9244	0.2156	0.0939	0.1888	0.3479	0.1812	41.9417	43.523	0.0043	197.175	151.4828	0.0655	0.0216	0.4537	0.1908	0.6841	0.6938	0.6351	0.8341	0.8873	1.547	0.4568	13.8876	0.474418269	11.138009	4.849824867	1.177312058	4.157578693	1.476525401	0.425059855	14.439	12.1032625	2.9633625	3.1128	5.121	5.1633375	5.29465	1.700928425	1.6616875	1.7316125	1.789625	0.822875	0.422425	1.9515	0.053075	0.16455	0.4691125	0.0091875	112.639775	146.560575	0.0027125	88.7837	83.6582125	0.0018625	0.0202	0.2897125	0.036375	0.281925	0.36825	0.7459875	0.887175	0.8323875	1.6389875	0.414575	11.97965
ANN1080	ANN1080	15	0.75	20	49	37	103.4	6.893333333	41	38	23	16	21.78337989	6.495	43.464	6.692179062	4.879718297	4.556296389	1.241077166	13.72882482	3.707841027	2.814926955	0.595876816	0.698412328	0.696907612	0.773809246	11.97508492	3.557709018	3.418344968	5.138394979	1	1	2	1	427.7948	6737.5994	55.626	80.01	126.492	137.414	154.1712	1.926899138	1.7175	2.274	1.5114	0.2648	1.3425	0.1973	0.1147	0.232	0.373	0.0569	42.4936	51.589	0.002	167.097	199.4913	0.0043	0.0385	0.5856	0.0707	0.8383	0.8024	0.7185	0.8344	0.8879	2.0638	0.4514	16.454	0.472136078	8.322421058	2.937746896	1.163712135	2.525727504	1.650864733	0.586401054	13.5477625	10.8078625	2.7146375	2.821775	4.90935	4.93315	5.061975	1.793897458	1.7535875	1.8146375	1.8484	0.8219	0.4731	1.738775	0.0525125	0.18065	0.498975	0.0101625	144.506775	149.3150625	0.00625	113.061075	79.60315	0	0	0.2763375	0.0262125	0.23445	0.3732125	0.780425	0.8863875	0.8717875	1.7858875	0.3972375	13.6842875
ANN1081	ANN1081	19	0.863636364	22	51	28.9	177.6	9.347368421	37	35	12.5	18	11.06432145	5.918	44.337	7.491906655	5.63789573	6.88537684	1.459450732	19.06605451	4.743833623	3.384730113	0.513235575	0.529139186	0.634926681	0.64685439	16.86665483	4.863620607	6.133079505	4.600495824	1	2	3	1	468.964	7448.5012	66.294	86.36	131.826	140.462	156.8939	1.816742705	1.6265	1.9885	1.5488	0.2222	1.0958	0.2028	0.1121	0.2106	0.3763	0.1448	48.1628	44.886	0.0056	215.6186	160.6284	0.0864	0.0432	0.5773	0.0548	0.7981	0.7703	0.75	0.8827	0.8884	1.9904	0.4142	13.9369	0.473999439	10.68573014	3.59001184	1.13719246	3.170316343	1.783124702	0.528095325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1082	ANN1082	23	0.821428571	28	54	41.7	160.7	6.986956522	47	41	16.5	20	22.8543306	6.834	41.195	6.02834172	4.565249564	5.75267308	1.893403975	16.15536353	3.043477081	3.555905701	0.556757717	0.639048457	0.556757717	0.639048457	13.35378182	3.151261812	4.855199766	3.643382284	0	1	4	1	693.5204	16978.4822	90.678	128.524	211.582	224.282	249.8497	1.943992562	1.7451	2.3333	2.2547	0.2045	1.1653	0.1755	0.1179	0.2348	0.3052	0.0853	37.4548	39.4992	0.0011	151.7312	109.5908	0	0	0.4823	0.1503	1.2783	0.6467	0.7551	0.9501	0.8798	2.2349	0.4077	16.1992	0.491991809	8.549716311	3.839116999	1.181906554	3.263883777	1.87830763	0.530018826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1083	ANN1083	18	0.72	25	50	34.5	124.6	6.922222222	46	33	6	17	18.81696796	3.804	42.215	11.09887694	5.550966317	5.837800872	1.550650078	16.57714231	3.48076266	2.998246519	0.522478107	0.550241791	0.64185858	0.662681343	15.15035959	3.070978333	4.926508147	5.297343298	1	1	3	0	579.3088	12215.9756	90.424	111.252	157.734	173.482	194.2885	1.746382088	1.5594	1.7444	1.916	0.1096	1.0646	0.1029	0.1063	0.1793	0.4034	0.0622	101.9288	17.8024	0.0154	342.0158	205.9439	0.0032	0.0502	0.5469	0.0571	0.9407	0.716	0.7273	0.8889	0.8889	1.7465	0.4157	11.8519	0.46994645	11.29208861	5.365782132	1.706635459	3.156801285	1.511445297	0.512296804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1084	ANN1084	27	0.692307692	39	75	52	227.2	8.414814815	52	49	10	24	20.98444474	4.461	39.45	8.844187017	5.240975415	6.163361945	1.766477054	17.0577044	3.503184049	3.265401591	0.450174749	0.519546947	0.587631062	0.63966021	16.25638138	3.355755557	5.405489035	5.445403312	1	2	2	1	540.9953	12531.9104	99.314	117.856	155.702	163.576	174.6632	1.482005159	1.3879	1.5678	1.6695	0.2174	1.0205	0.213	0.0998	0.1377	0.3937	0.059	56.578	67.2671	0.0013	10.6021	198.5959	0.0308	0.0251	0.4803	0.1164	0.7895	0.7194	0.7309	0.8577	0.8545	1.4417	0.3805	9.2967	0.466976588	9.262125901	3.464413165	1.42862927	2.441799743	1.845761076	0.56590455	14.1743	11.60175	2.8588375	2.9487875	5.203025	5.2294875	5.34735	1.813406358	1.777875	1.8247125	1.83065	0.723375	0.4734625	1.5292375	0.0521625	0.1825125	0.46475	0.0126	87.9384625	126.4649125	0.004475	108.584475	85.3429625	0.0010875	0.0138875	0.228625	0.018125	0.2075875	0.4016625	0.7678875	0.866775	0.87655	1.7611625	0.381425	13.644375
ANN1085	ANN1085	20	0.769230769	26	54	37.1	145.7	7.285	41	37	22	17	42.77776489	5.71	44.064	7.717341324	4.296933724	7.050100326	2.023313475	17.77454015	3.480113572	4.13653955	0.653860595	0.659525188	0.740395446	0.744643891	17.05445073	4.266109046	6.409266652	3.967636271	1	3	3	1	694.1983	14792.5511	105.41	140.462	178.308	183.134	206.6754	1.471397246	1.3038	1.6916	1.8741	0.1928	1.0458	0.1843	0.1337	0.1619	0.3333	0.0528	33.1509	61.4432	0.0098	123.4018	0.3808	0.0012	0.0457	0.4013	0.1386	0.9123	0.7227	0.7056	0.9304	0.8439	1.373	0.3562	9.0189	0.450905969	7.984040557	3.339461533	1.304340507	2.561686566	2.228576525	0.538364874	14.019025	11.1808125	2.7993	2.87205	5.09855	5.151425	5.2736875	1.836210198	1.8010625	1.8285125	1.856925	0.7159375	0.4673375	1.5342625	0.047975	0.183425	0.4689125	0.021175	137.9909625	134.5965375	0.0049375	105.5541	81.3879	0.0007	0.052275	0.2081625	0.0314125	0.1772125	0.4244375	0.725725	0.8625	0.8285375	1.659275	0.4064625	13.90955
ANN1086	ANN1086	21	0.954545455	22	49	33.1	136.1	6.480952381	42	35	25	20	18.76253299	6.453	42.985	6.660897361	4.540386465	4.990725876	1.657324859	14.224636	3.02561594	3.135973596	0.629286505	0.625213369	0.721964879	0.718910027	12.37988004	2.847930344	4.287994613	3.803890819	1	2	3	0	505.3401	10779.0752	86.36	109.728	144.018	167.894	173.1376	1.577879848	1.5301	1.6676	1.9989	0.2029	0.9294	0.2184	0.1144	0.1823	0.3072	0.0932	37.4329	47.8441	0.0042	76.34	159.1998	0.0044	0.1108	0.4115	0.1333	0.8051	0.684	0.7152	0.8757	0.9201	1.7226	0.392	11.7983	0.455790269	8.648791211	3.771532652	1.33341113	2.841536719	1.648820987	0.525413132	13.1595	9.8723	2.575725	2.6895	4.9582875	5.0019375	5.07305	1.886242796	1.8600125	1.92465	1.9377625	0.7009125	0.42395	1.6639375	0.0583875	0.197225	0.438	0.0083625	119.241375	114.414575	0.0048625	98.2049875	64.4044125	0.000775	0.0468625	0.252425	0.0263625	0.2288625	0.3804875	0.7637	0.8746	0.864625	1.8679875	0.3803375	15.0436875
ANN1087	ANN1087	19	0.575757576	33	62	39.6	183.6	9.663157895	49	36	14	18	60.85813325	5.044	42.779	8.481307623	4.383124892	7.157554231	1.929280975	18.06255859	3.716831931	4.16474194	0.599049638	0.584233956	0.699287228	0.688175467	19.45454545	3.496827077	7.22971835	4.995108754	1	3	4	1	611.9647	14021.7139	84.582	127.254	177.038	195.58	225.8233	1.774587046	1.5369	2.0931	1.7834	0.1502	1.2853	0.1168	0.1278	0.2097	0.3053	0.0986	35.3322	39.0665	0.0018	126.135	71.2845	0.0076	0.3962	0.5541	0.1646	1.2183	0.7426	0.697	0.9194	0.886	2.015	0.4848	13.3781	0.459909253	10.0545835	4.201685336	1.663935329	2.520493725	1.826478314	0.442289787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1088	ANN1088	17	0.772727273	22	49	27.7	115.3	6.782352941	36	36	14	13	6.857289268	6.904	41.284	5.979550093	4.898297131	6.248606165	1.967788828	17.31030901	3.189182732	3.55546596	0.563831754	0.639854197	0.672873815	0.729890648	15.8022425	3.848576562	5.306233196	5.18977611	1	3	4	0	407.9511	6395.7937	65.278	84.074	121.158	127.254	145.2815	1.728019364	1.5136	1.856	1.6308	0.2023	0.9805	0.2063	0.1059	0.1808	0.3526	0.1383	41.8454	51.5632	0.0026	0.8892	175.2369	0.0041	0.0452	0.4846	0.0674	0.6611	0.7357	0.732	0.8492	0.8862	1.7767	0.4027	11.5825	0.452060179	8.208846093	3.137411975	1.283871489	2.452662385	2.116918095	0.596405018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1089	ANN1089	NA	NA	35	69	49.4	245.2	NA	52	47	18.5	24	27.80230114	5.053	43.486	8.606624477	4.775765473	6.379779653	1.702657622	16.9900557	3.812887655	3.562656627	0.519298306	0.585246022	0.759649153	0.792623011	15.70988211	3.872207685	5.749402887	4.211076336	2	1	3	1	596.4333	16119.7742	102.108	132.334	186.944	194.564	208.6578	1.576751251	1.4702	1.8308	1.7879	0.2164	1.0995	0.1968	0.1094	0.1764	0.3649	0.0771	53.3739	58.271	0.0007	1.0349	196.8335	0.0152	0.027	0.5445	0.087	1.0724	0.765	0.7686	0.9074	0.8842	1.8375	0.4085	11.1396	0.46204342	8.313776885	3.298106815	1.26131189	2.619622673	2.055865522	0.575577836	12.915425	9.426275	2.5492625	2.70935	4.572	4.6156375	4.76855	1.760034695	1.7094	1.79875	1.8251625	0.848425	0.437375	1.944925	0.058475	0.174	0.473025	0.0172375	45.1694	114.7026875	0.01035	103.2062	79.356625	0	0	0.305575	0.0294875	0.267875	0.3505	0.7118375	0.8819625	0.796825	1.6056	0.4427875	12.901675
ANN1090	ANN1090	21	0.875	24	51	37	142.6	6.79047619	59	50	11	17	35.72554217	5.495	42.099	7.661128681	4.676528961	6.530493521	2.285909231	17.09933237	2.576218264	3.665193889	0.664679272	0.720319226	0.832339636	0.860159613	14.91465084	2.938623343	5.376376942	4.161896961	2	2	3	1	510.2309	11946.6213	81.026	102.108	171.196	174.498	187.7874	1.839105653	1.709	2.1129	2.2414	0.3103	1.1317	0.2742	0.0991	0.2094	0.3982	0	58.4936	57.2087	0	327.0855	10.609	0.0056	0.0638	0.5557	0.1009	0.8538	0.7787	0.7843	0.9057	0.8907	2.1181	0.4204	14.8134	0.480892423	7.603348289	3.179896695	1.327067762	2.404961677	2.252887184	0.615169602	14.847125	12.20315	2.8284	2.9607	5.4120625	5.45835	5.557675	1.877148985	1.8530375	1.926175	1.982475	0.8116875	0.4261	1.905975	0.0561375	0.1965375	0.466025	0.0100875	92.0638875	140.42245	0.00795	98.2485	73.5437375	0.0009	0.01975	0.29395	0.028475	0.3057	0.36415	0.7427375	0.87245	0.8424	1.7849875	0.4069875	15.207475
ANN1091	ANN1091	20	0.833333333	24	50	63.3	169.6	8.48	65	40	11.5	16	27.71645224	6.708	42.338	6.311948151	5.013029979	5.228791397	1.906529432	15.30869952	2.790893687	3.061315853	0.386075343	0.396233455	0.539556508	0.547175091	13.26728586	2.739601214	4.062937375	5.141411111	1	3	4	1	489.6419	9634.2388	84.582	102.362	132.08	149.352	175.2479	1.712040601	1.4591	1.5616	1.8026	0.2252	1.0661	0.2113	0.1125	0.1606	0.3667	0.1489	58.1083	54.1186	0.0025	210.3564	231.8416	0.0017	0.0242	0.4989	0.0927	0.7502	0.7896	0.7325	0.911	0.8811	1.6045	0.3939	10.4385	0.446314504	7.193063189	3.074478706	1.387787712	2.232379569	2.134619759	0.69718347	13.98645	10.502975	2.60615	2.6921375	5.156725	5.267875	5.4283625	2.016376392	1.957125	1.97885	2.07195	0.72075	0.4198875	1.7182125	0.05645	0.2115875	0.44195	0.00655	53.57685	113.6724625	0.0106625	92.335675	62.5381375	0	0	0.2431375	0.0446875	0.2449	0.400325	0.7175875	0.876125	0.813575	1.7938875	0.4066375	16.7485125
ANN1092	ANN1092	18	0.818181818	22	48	27.1	92.9	5.161111111	42	32	17	15	13.3729138	6.437	41.849	6.501807818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	4	0	458.7548	8517.2088	80.518	98.806	116.586	128.016	141.6567	1.433685201	1.2956	1.4479	1.3645	0.2871	1.1167	0.2571	0.1039	0.1339	0.4269	0.0987	68.1506	73.3859	0.0025	336.0382	2.6704	0.0494	0.0292	0.4314	0.0769	0.612	0.6672	0.5408	0.6476	0.7884	0.9577	0.5404	8.5029	0.447744493	NA	NA	NA	NA	NA	NA	12.4019875	8.991875	2.648475	2.7424	4.3696	4.4225125	4.5950875	1.67557158	1.615425	1.653775	1.7412375	0.779425	0.389325	2.0036875	0.0506	0.1550125	0.45535	0.0135125	125.21405	147.2357	0.0056375	88.5275125	78.1531625	0.0056125	0.183575	0.2693875	0.03415	0.2299625	0.386325	0.7664875	0.87785	0.8679375	1.6192875	0.381475	11.0724625
ANN1093	ANN1093	21	0.954545455	22	44	25.2	127.5	6.071428571	39	31	17	19	35.04499165	5.729	44.071	7.692099786	4.706940059	6.528448544	1.908041964	18.14272977	3.435585009	3.863611402	0.606937781	0.637058384	0.705203336	0.727793788	14.5564963	2.863129963	5.473151631	3.610193034	1	1	3	1	486.8373	10913.0104	96.52	108.712	150.114	162.306	171.045	1.573377364	1.493	1.5553	1.8773	0.2342	0.4816	0.4863	0.0838	0.1344	0.3676	0.1592	66.0811	68.4665	0.0027	7.441	2.4299	0.0705	0.1536	0.2766	0.1776	0.4614	0.6166	0.7398	0.8856	0.8889	1.5526	0.3338	9.234	0.435297176	8.645548086	3.368795388	1.197717507	2.825993613	2.023211365	0.523976009	13.012725	10.0911	2.6723	2.7662125	4.6910875	4.7373625	4.860175	1.756978179	1.7155125	1.757625	1.7995875	0.7935875	0.4700125	1.6886125	0.0505875	0.174125	0.4818875	0.0049	107.0458875	142.632525	0.006975	93.2331625	84.5525375	0	0	0.251875	0.033275	0.2156125	0.394925	0.7557125	0.8817875	0.85005	1.6880625	0.411375	12.934025
ANN1094	ANN1094	18	0.75	24	51	37.9	118.7	6.594444444	53	42	15.5	14	15.3478298	5.815	41.253	7.094270888	5.093812696	6.373449498	1.752323218	17.97416032	3.643782356	3.527348636	0.623223571	0.644224489	0.811611785	0.822112245	13.65546579	3.22063779	4.802280372	4.050905044	2	2	2	1	427.8459	7520.4366	65.024	81.28	130.048	159.004	162.6158	2.000686516	1.9563	2	2.2799	0.2109	0.7969	0.2647	0.0995	0.244	0.3262	0.1309	28.2599	37.2595	0.0033	128.7641	130.3604	0.0091	0.0456	0.3861	0.1519	0.7078	0.7204	0.6528	0.8699	0.885	2	0.4392	18.0381	0.484713135	9.734376971	4.142028108	1.136499305	3.67299091	1.775713026	0.50330986	14.2072875	11.15145	2.7754875	2.9170375	4.9926875	5.10515	5.1813125	1.776224166	1.756625	1.805475	1.8602625	0.7908375	0.441125	1.7943875	0.0538625	0.1825875	0.466725	0.004775	101.3392	135.1318125	0.0048125	110.559725	79.474425	0.0005125	0.0111125	0.2710125	0.0361375	0.269275	0.3837625	0.7238375	0.8404875	0.860225	1.6508	0.41555	13.6149375
ANN1095	ANN1095	23	0.71875	32	61	32.1	191.2	8.313043478	37	30	19.5	21	30.09421985	6.058	41.858	6.909060989	4.213524303	6.05138455	2.062430418	16.22247314	2.941353877	3.854404774	0.386733718	0.418017205	0.386733718	0.418017205	15.4016245	2.932515301	5.558348842	4.284926819	0	2	1	1	499.8666	11676.5573	91.186	109.474	164.592	176.53	179.7696	1.642121417	1.6125	1.805	1.9128	0.2228	0.7103	0.3137	0.0934	0.1776	0.3294	0	55.4123	47.6959	0	10.1842	146.7433	0.0467	0.0144	0.3782	0.0863	0.7043	0.6475	0.7464	0.8648	0.8946	1.8112	0.3571	11.668	0.475374838	8.043121026	3.241773726	1.119000667	2.89518548	2.026621797	0.526957019	13.687725	9.919125	2.4262375	2.5558875	5.1673125	5.2361125	5.358525	2.096541808	2.0514	2.1307	2.1980375	0.7168	0.4587	1.5804875	0.0587375	0.22275	0.45515	0.0273875	75.1550625	115.514975	0.0070125	84.995775	66.533275	0	0	0.2379875	0.04185	0.2328625	0.3738375	0.760075	0.865025	0.8744125	2.0435	0.3889375	18.26035
ANN1096	ANN1096	20	0.833333333	24	48	25.9	103.2	5.16	37	40	17	18	15.19755018	6.378	43.036	6.747984876	3.568785671	4.832123307	1.82733698	13.41409744	2.674746626	3.492424455	0.553029769	0.572114306	0.553029769	0.572114306	12.04385775	2.891234774	4.324760665	3.394336416	0	2	4	1	495.6116	8267.4673	79.756	98.298	130.048	130.556	159.2667	1.620243545	1.3282	1.6306	1.6065	0.1975	1.0637	0.1856	0.1095	0.1475	0.4086	0.1087	47.9535	79.7908	0.0027	4.9124	190.3683	0.0039	0.0368	0.5096	0.078	0.6712	0.7577	0.7836	0.9013	0.872	1.5952	0.3791	8.5339	0.485182252	7.603048167	3.257511999	0.909329819	3.622390809	1.651897491	0.468891326	12.9960125	8.87755	2.2926125	2.3905125	4.852475	4.9133125	5.05355	2.11400275	2.065525	2.1279125	2.198675	0.7650625	0.4410375	1.745625	0.058225	0.2244625	0.465975	0.010175	147.0078	121.3785375	0.001725	88.6714625	64.6714	0.0012875	0.0712125	0.2668	0.035025	0.2272	0.36095	0.690875	0.8752125	0.775825	1.8454625	0.4444625	18.53185
ANN1097	ANN1097	21	0.65625	32	61	34.6	144.7	6.89047619	36	30	8	20	33.2571333	3.637	28.477	7.829509859	4.349873944	6.714669635	1.964013451	17.53240459	3.447526008	4.031591823	0.615891319	0.666814926	0.615891319	0.666814926	15.93759936	3.443065698	5.872786392	4.19202658	0	1	3	1	567.0503	13771.7789	83.82	119.126	193.294	195.072	203.2278	1.705990296	1.6375	2.3061	2.4357	0.2303	1.2091	0.1905	0.1146	0.2159	0.3199	0.1802	49.2155	45.0009	0.0024	2.0541	174.9818	0.0025	0.0548	0.5375	0.0752	1.1518	0.7782	0.7718	0.8902	0.8617	2.2256	0.4206	14.5617	0.481776598	9.236026617	4.285473566	1.348214057	3.176928099	1.899120911	0.471035121	14.0140125	11.0009375	2.6842	2.8112	5.232125	5.2665375	5.3681125	1.909544856	1.8778	1.9526875	2.0016875	0.7490125	0.43315	1.731225	0.0566875	0.1994625	0.454575	0.014425	77.134125	121.7176125	0.0047	85.4108375	76.853925	0.0009375	0.0206875	0.2558625	0.0252625	0.2502875	0.3792375	0.724775	0.8820625	0.8079625	1.7780625	0.4186125	15.3707875
ANN1098	ANN1098	22	0.785714286	28	55	44.6	150.7	6.85	45	37	20	18	26.27731456	3.944	29.65	7.51770298	3.872654455	6.008070037	2.340080096	15.89739891	2.579241398	4.111899116	0.539626208	0.574767563	0.654719656	0.681075672	13.06014636	2.75584312	4.817512849	3.425120666	1	2	3	1	476.5136	9748.8837	94.488	104.394	135.89	148.336	160.0932	1.533547905	1.4209	1.4382	1.5556	0.2796	0.7581	0.3688	0.0786	0.131	0.3599	0.0759	66.3481	65.9706	0.0063	13.8995	3.7636	0.0144	0.0138	0.3193	0.1082	0.4536	0.6837	0.7273	0.8983	0.8945	1.4722	0.3653	8.7856	0.487200127	7.51854812	3.290753064	1.303839212	2.534658972	2.113804177	0.514496959	12.623925	9.2921875	2.5294375	2.6617	4.5468625	4.5786125	4.73405	1.778581358	1.7224625	1.8002375	1.8617625	0.84055	0.457525	1.838025	0.0565625	0.180125	0.4754375	0.0099125	125.1592	153.09865	0.00675	90.5748375	81.718975	0.001625	0.0180125	0.3015	0.0335375	0.2510875	0.3604125	0.7831375	0.884	0.8796375	1.7796	0.389875	13.3488125
ANN1099	ANN1099	20	0.952380952	21	49	33.5	143.1	7.155	40	35	21	17	14.02142143	5.843	40.804	6.983619748	4.426348928	6.137046987	2.12265161	16.27143888	2.899379713	3.675774242	1	1	1	1	12.71701808	2.79479074	4.556855219	3.603307645	NA	1	3	1	538.3364	10796.4945	76.708	108.204	150.876	164.592	188.0458	1.737882149	1.5211	1.9669	2.0328	0.2086	1.202	0.1736	0.1159	0.1985	0.3277	0.056	41.4845	55.8019	0.0004	142.2434	77.0987	0.005	0.2039	0.5126	0.1026	0.9412	0.7382	0.7264	0.8952	0.8769	1.7939	0.4221	12.3905	0.487482896	9.223632468	4.286771072	1.113355142	3.855771359	1.766237431	0.480694803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1100	ANN1100	25	0.641025641	39	76	38.7	260.8	10.432	38	29	25	22	24.38531133	3.417	40.423	11.83109716	4.212391982	6.792267713	1.735858652	17.58086364	3.92681163	4.175573907	0.447592687	0.486321523	0.447592687	0.486321523	14.9485119	3.591008119	5.39655334	4.155405225	0	1	3	0	588.4647	15218.8728	96.774	124.968	187.706	198.374	202.9301	1.623856507	1.5874	1.9396	2.0969	0.1837	1.0997	0.1671	0.1044	0.1855	0.354	0.0605	45.8367	52.3889	0.0009	291.5062	168.9679	0.0389	0.0124	0.4936	0.0433	1.052	0.7469	0.7487	0.8985	0.8795	1.7914	0.3661	12.5968	0.476087368	9.248631743	3.949157541	0.977196601	4.079327087	1.904144998	0.455894713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN1101	ANN1101	22	0.785714286	28	58	39.9	142.3	6.468181818	57	42	12	17	NA	6.366	42.917	6.741944739	5.175068799	5.944224445	1.793519725	16.6991343	3.319801959	3.223310393	0.486544346	0.558387046	0.486544346	0.558387046	16.20925926	3.527261188	5.609447957	4.990363345	0	2	3	0	767.0084	16619.3216	118.872	151.13	156.718	196.088	238.3739	1.577277179	1.2975	1.3184	1.935	0.1517	1.0833	0.14	0.151	0.1791	0.3361	0	42.7142	43.7054	0	147.1385	223.5018	0.0047	0.0993	0.4878	0.2434	1.2046	0.6856	0.5058	0.6667	0.8478	0.942	0.5077	9.9291	0.487689139	8.790852567	3.058370529	1.259414463	2.432137947	1.900391815	0.589788738	15.320425	12.967225	2.9157125	3.062575	5.4623375	5.513925	5.6333375	1.839412096	1.817525	1.889025	1.942325	0.86755	0.4596375	1.894925	0.0592375	0.1938625	0.4819375	0.0121	165.4133625	163.5389875	0.014425	157.9084875	78.28915	0.0024625	0.0776375	0.3074125	0.0311	0.3264625	0.370525	0.740875	0.8805	0.8345	1.781525	0.4271	15.0302625
ANN1102	ANN1102	NA	NA	26	NA	NA	NA	#VALUE!	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
